"","timestamp","location","price","last4ccnum","datestamp","loyaltynum"
"83",2014-01-06 13:57:00,"Hippokampos",8.64,"1877",2014-01-06,"L3014"
"84",2014-01-06 13:58:00,"Hippokampos",38.25,"8202",2014-01-06,"L2343"
"85",2014-01-06 13:59:00,"Katerina's Cafe",39.41,"3853",2014-01-06,"L1485"
"86",2014-01-06 14:00:00,"Kalami Kafenion",13.08,"7117",2014-01-06,"L6417"
"87",2014-01-06 14:00:00,"Gelatogalore",23.41,"7819",2014-01-06,"L5259"
"88",2014-01-06 14:04:00,"Hippokampos",30.88,"4948",2014-01-06,"L9406"
"89",2014-01-06 14:05:00,"Abila Zacharo",78.11,"7108",2014-01-06,NA
"90",2014-01-06 14:15:00,"Kalami Kafenion",27.4,"8129",2014-01-06,"L8328"
"91",2014-01-06 14:17:00,"Katerina's Cafe",19.65,"6901",2014-01-06,"L9363"
"92",2014-01-06 15:14:00,"Abila Airport",777.06,"9220",2014-01-06,"L4063"
"93",2014-01-06 15:39:00,"Abila Airport",612.47,"8642",2014-01-06,"L2769"
"94",2014-01-06 17:28:00,"U-Pump",59.51,"3484",2014-01-06,"L2490"
"95",2014-01-06 18:56:00,"Katerina's Cafe",78.65,"8411",2014-01-06,NA
"96",2014-01-06 19:08:00,"Katerina's Cafe",26.46,"8129",2014-01-06,"L8328"
"97",2014-01-06 19:18:00,"Guy's Gyros",39.29,"7384",2014-01-06,"L3800"
"98",2014-01-06 19:50:00,"Frydos Autosupply n' More",273.87,"9241",2014-01-06,NA
"99",2014-01-06 20:07:00,"Katerina's Cafe",23.63,"7253",2014-01-06,"L1682"
"100",2014-01-06 20:08:00,"Katerina's Cafe",12.32,"1874",2014-01-06,"L4424"
"101",2014-01-06 20:09:00,"Guy's Gyros",11.94,"6901",2014-01-06,"L9363"
"102",2014-01-06 20:12:00,"Frydos Autosupply n' More",80.85,"8202",2014-01-06,"L2343"
"103",2014-01-06 20:13:00,"Guy's Gyros",22.57,"3484",2014-01-06,"L2490"
"104",2014-01-06 20:15:00,"Guy's Gyros",117.82,"6816",2014-01-06,NA
"105",2014-01-06 20:15:00,"Frydos Autosupply n' More",175.87,"5368",2014-01-06,"L2247"
"106",2014-01-06 20:19:00,"Katerina's Cafe",21.66,"2418",2014-01-06,NA
"107",2014-01-06 20:20:00,"Hippokampos",35.34,"1321",2014-01-06,"L4149"
"108",2014-01-06 20:24:00,"Guy's Gyros",28.94,"7819",2014-01-06,"L5259"
"109",2014-01-06 20:26:00,"Albert's Fine Clothing",276.9,"9551",2014-01-06,"L5777"
"110",2014-01-06 20:28:00,"Guy's Gyros",95.29,"7108",2014-01-06,NA
"111",2014-01-06 20:29:00,"Hippokampos",85.5,"6895",2014-01-06,NA
"112",2014-01-06 20:29:00,"Katerina's Cafe",17.92,"9405",2014-01-06,"L3259"
"113",2014-01-06 20:30:00,"Katerina's Cafe",28,"6691",2014-01-06,"L6267"
"114",2014-01-06 20:33:00,"Katerina's Cafe",15.52,"5921",2014-01-06,"L3295"
"115",2014-01-06 20:36:00,"Hippokampos",26.8,"1877",2014-01-06,"L3014"
"116",2014-01-06 20:46:00,"Hippokampos",24.41,"7117",2014-01-06,"L6417"
"117",2014-01-06 20:46:00,"Hippokampos",21.33,"1415",2014-01-06,"L7783"
"118",2014-01-06 20:47:00,"Frydos Autosupply n' More",149.3,"5407",2014-01-06,NA
"119",2014-01-06 20:49:00,"Shoppers' Delight",293.67,"7354",2014-01-06,"L9254"
"120",2014-01-06 20:52:00,"Hippokampos",17.27,"7688",2014-01-06,"L4164"
"121",2014-01-06 20:59:00,"Katerina's Cafe",26.1,"3492",2014-01-06,"L7814"
"122",2014-01-06 21:03:00,"Katerina's Cafe",10.72,"9617",2014-01-06,NA
"123",2014-01-06 21:03:00,"Albert's Fine Clothing",121.76,"4434",2014-01-06,"L2169"
"124",2014-01-06 21:11:00,"Hippokampos",28.14,"8156",2014-01-06,NA
"125",2014-01-06 21:12:00,"Katerina's Cafe",26.51,"4948",2014-01-06,"L9406"
"126",2014-01-06 21:23:00,"Frydos Autosupply n' More",197.32,"2142",2014-01-06,"L9637"
"127",2014-01-06 21:32:00,"Frydos Autosupply n' More",314.98,"1310",2014-01-06,NA
"128",2014-01-06 21:52:00,"Hippokampos",20.61,"8332",2014-01-06,"L2070"
"129",2014-01-07 07:27:00,"Brew've Been Served",5.08,"7384",2014-01-07,"L3800"
"130",2014-01-07 07:31:00,"Brew've Been Served",12.74,"5368",2014-01-07,"L2247"
"131",2014-01-07 07:33:00,"Brew've Been Served",7.09,"4795",2014-01-07,NA
"132",2014-01-07 07:35:00,"Hallowed Grounds",14.05,"7889",2014-01-07,"L6119"
"133",2014-01-07 07:37:00,"Hallowed Grounds",8.91,"8129",2014-01-07,"L8328"
"134",2014-01-07 07:41:00,"Hallowed Grounds",19.59,"1874",2014-01-07,NA
"135",2014-01-07 07:45:00,"Brew've Been Served",19.6,"6816",2014-01-07,NA
"136",2014-01-07 07:46:00,"Hallowed Grounds",84.44,"9551",2014-01-07,NA
"137",2014-01-07 07:46:00,"Coffee Cameleon",9.1,"5921",2014-01-07,"L3295"
"138",2014-01-07 07:47:00,"Hallowed Grounds",7.88,"1310",2014-01-07,"L8012"
"139",2014-01-07 07:48:00,"Hallowed Grounds",18.97,"7108",2014-01-07,"L6544"
"140",2014-01-07 07:49:00,"Coffee Cameleon",27.66,"7253",2014-01-07,NA
"141",2014-01-07 07:50:00,"Brew've Been Served",4.39,"5407",2014-01-07,"L4034"
"142",2014-01-07 07:50:00,"Hallowed Grounds",9.61,"3492",2014-01-07,"L7814"
"143",2014-01-07 07:52:00,"Brew've Been Served",3,"4434",2014-01-07,"L2169"
"144",2014-01-07 07:54:00,"Brew've Been Served",11.92,"1286",2014-01-07,"L3572"
"145",2014-01-07 07:55:00,"Brew've Been Served",69.06,"3484",2014-01-07,NA
"146",2014-01-07 07:56:00,"Brew've Been Served",98.53,"9683",2014-01-07,NA
"147",2014-01-07 07:57:00,"Hallowed Grounds",10.33,"6691",2014-01-07,"L6267"
"148",2014-01-07 07:58:00,"Brew've Been Served",17.4,"8202",2014-01-07,"L2343"
"149",2014-01-07 08:00:00,"Brew've Been Served",11.91,"4948",2014-01-07,"L9406"
"150",2014-01-07 08:00:00,"Coffee Cameleon",11.55,"2142",2014-01-07,"L9637"
"151",2014-01-07 08:01:00,"Coffee Cameleon",52.44,"2418",2014-01-07,NA
"152",2014-01-07 08:01:00,"Hallowed Grounds",9.92,"9617",2014-01-07,"L5553"
"153",2014-01-07 08:01:00,"Hallowed Grounds",68.42,"2681",2014-01-07,NA
"154",2014-01-07 08:02:00,"Brew've Been Served",14.49,"9405",2014-01-07,"L3259"
"155",2014-01-07 08:06:00,"Brew've Been Served",3.03,"7819",2014-01-07,NA
"156",2014-01-07 08:09:00,"Brew've Been Served",15.66,"8411",2014-01-07,"L6110"
"157",2014-01-07 08:18:00,"Brew've Been Served",47.74,"6901",2014-01-07,NA
"158",2014-01-07 09:17:00,"Abila Airport",3840.37,"3506",2014-01-07,"L7761"
"159",2014-01-07 10:05:00,"Stewart and Sons Fabrication",1200.9,"3506",2014-01-07,"L7761"
"160",2014-01-07 10:11:00,"Nationwide Refinery",1347.36,"9735",2014-01-07,"L9633"
"161",2014-01-07 11:31:00,"Stewart and Sons Fabrication",1843.33,"9735",2014-01-07,NA
"162",2014-01-07 11:39:00,"Nationwide Refinery",1562.66,"7792",2014-01-07,"L5756"
"163",2014-01-07 12:00:00,"Coffee Shack",16.63,"7117",2014-01-07,"L6417"
"164",2014-01-07 12:00:00,"Bean There Done That",51.25,"1415",2014-01-07,NA
"165",2014-01-07 12:00:00,"Brewed Awakenings",12.17,"7688",2014-01-07,NA
"166",2014-01-07 12:00:00,"Jack's Magical Beans",23.68,"6899",2014-01-07,NA
"167",2014-01-07 12:00:00,"Brewed Awakenings",64.84,"3853",2014-01-07,NA
"168",2014-01-07 12:00:00,"Brewed Awakenings",71.59,"2540",2014-01-07,NA
"169",2014-01-07 12:00:00,"Bean There Done That",53.89,"1877",2014-01-07,NA
"170",2014-01-07 12:00:00,"Brewed Awakenings",6.72,"8332",2014-01-07,"L2070"
"171",2014-01-07 12:00:00,"Bean There Done That",8.03,"1321",2014-01-07,"L4149"
"172",2014-01-07 12:00:00,"Bean There Done That",46.25,"6895",2014-01-07,NA
"173",2014-01-07 12:00:00,"Jack's Magical Beans",18.77,"9241",2014-01-07,"L3288"
"174",2014-01-07 12:00:00,"Jack's Magical Beans",19.61,"8156",2014-01-07,"L5224"
"175",2014-01-07 12:00:00,"Jack's Magical Beans",69.84,"2463",2014-01-07,NA
"176",2014-01-07 12:02:00,"Nationwide Refinery",1071.04,"3506",2014-01-07,NA
"177",2014-01-07 12:29:00,"Abila Airport",124.89,"8642",2014-01-07,"L2769"
"178",2014-01-07 13:08:00,"Katerina's Cafe",59.07,"7792",2014-01-07,NA
"179",2014-01-07 13:13:00,"Guy's Gyros",29.57,"8156",2014-01-07,"L5224"
"180",2014-01-07 13:20:00,"Abila Zacharo",13.52,"1415",2014-01-07,"L7783"
"181",2014-01-07 13:20:00,"Gelatogalore",35.06,"8332",2014-01-07,"L2070"
"182",2014-01-07 13:20:00,"Guy's Gyros",38.56,"7354",2014-01-07,"L9254"
"183",2014-01-07 13:24:00,"Kalami Kafenion",45.05,"1286",2014-01-07,"L3288"
"184",2014-01-07 13:24:00,"Kalami Kafenion",11.64,"5407",2014-01-07,"L4034"
"185",2014-01-07 13:25:00,"Abila Zacharo",82.25,"6899",2014-01-07,NA
"186",2014-01-07 13:29:00,"Ouzeri Elian",29.1,"2142",2014-01-07,"L9637"
"187",2014-01-07 13:30:00,"Gelatogalore",51.64,"1310",2014-01-07,NA
"188",2014-01-07 13:32:00,"Ouzeri Elian",28.37,"4948",2014-01-07,"L9406"
"189",2014-01-07 13:33:00,"Abila Zacharo",52.72,"7688",2014-01-07,NA
"190",2014-01-07 13:33:00,"Gelatogalore",34.04,"7253",2014-01-07,"L1682"
"191",2014-01-07 13:33:00,"Katerina's Cafe",22.27,"7889",2014-01-07,"L6119"
"192",2014-01-07 13:33:00,"Guy's Gyros",11.31,"6816",2014-01-07,"L8148"
"193",2014-01-07 13:33:00,"Kalami Kafenion",18.06,"4795",2014-01-07,"L8566"
"194",2014-01-07 13:34:00,"Ouzeri Elian",64.84,"6895",2014-01-07,NA
"195",2014-01-07 13:35:00,"Gelatogalore",8.98,"2463",2014-01-07,"L6886"
"196",2014-01-07 13:37:00,"Gelatogalore",21.52,"9551",2014-01-07,"L5777"
"197",2014-01-07 13:39:00,"Gelatogalore",17.21,"9405",2014-01-07,"L3259"
"198",2014-01-07 13:41:00,"Katerina's Cafe",51.41,"3484",2014-01-07,NA
"199",2014-01-07 13:41:00,"Abila Zacharo",17.81,"9683",2014-01-07,"L7291"
"200",2014-01-07 13:42:00,"Ouzeri Elian",97.71,"5368",2014-01-07,NA
"201",2014-01-07 13:44:00,"Abila Zacharo",32.4,"2418",2014-01-07,"L9018"
"202",2014-01-07 13:45:00,"Kalami Kafenion",22.83,"1877",2014-01-07,"L3014"
"203",2014-01-07 13:46:00,"Guy's Gyros",10.11,"9635",2014-01-07,"L3191"
"204",2014-01-07 13:46:00,"Kalami Kafenion",22.14,"7108",2014-01-07,"L6544"
"205",2014-01-07 13:49:00,"Gelatogalore",36.5,"2681",2014-01-07,"L1107"
"206",2014-01-07 13:50:00,"Ouzeri Elian",21.85,"8411",2014-01-07,"L6110"
"207",2014-01-07 13:52:00,"Gelatogalore",71.77,"1874",2014-01-07,NA
"208",2014-01-07 13:53:00,"Hippokampos",51.69,"3853",2014-01-07,NA
"209",2014-01-07 13:54:00,"Gelatogalore",88.97,"5921",2014-01-07,NA
"210",2014-01-07 13:55:00,"Abila Zacharo",65.9,"7819",2014-01-07,NA
"211",2014-01-07 13:56:00,"Ouzeri Elian",16.2,"1321",2014-01-07,NA
"212",2014-01-07 13:57:00,"Katerina's Cafe",37.44,"8202",2014-01-07,"L2343"
"213",2014-01-07 13:57:00,"Gelatogalore",15.4,"6691",2014-01-07,"L6267"
"214",2014-01-07 14:00:00,"Hippokampos",76.11,"3492",2014-01-07,NA
"215",2014-01-07 14:07:00,"Katerina's Cafe",10.9,"4434",2014-01-07,"L2169"
"216",2014-01-07 14:09:00,"Guy's Gyros",12.57,"9617",2014-01-07,"L5553"
"217",2014-01-07 14:09:00,"Ouzeri Elian",59.51,"6901",2014-01-07,NA
"218",2014-01-07 14:11:00,"Hippokampos",37.57,"8129",2014-01-07,"L8328"
"219",2014-01-07 14:16:00,"Abila Scrapyard",2149.28,"2276",2014-01-07,"L3317"
"220",2014-01-07 14:19:00,"Kronos Pipe and Irrigation",3920.82,"4530",2014-01-07,"L8477"
"221",2014-01-07 14:34:00,"Carlyle Chemical Inc.",4803.13,"7792",2014-01-07,NA
"222",2014-01-07 15:03:00,"Stewart and Sons Fabrication",962.2,"2276",2014-01-07,NA
"223",2014-01-07 15:20:00,"Maximum Iron and Steel",3207.31,"4530",2014-01-07,"L8477"
"224",2014-01-07 15:41:00,"Abila Airport",3411.29,"8642",2014-01-07,"L2769"
"225",2014-01-07 16:24:00,"Nationwide Refinery",889.58,"2276",2014-01-07,"L3317"
"226",2014-01-07 19:45:00,"Guy's Gyros",14.87,"7819",2014-01-07,"L5259"
"227",2014-01-07 19:48:00,"Guy's Gyros",31.23,"3484",2014-01-07,"L2490"
"228",2014-01-07 20:01:00,"Hippokampos",20.17,"1877",2014-01-07,"L3014"
"229",2014-01-07 20:02:00,"Hippokampos",11.56,"1415",2014-01-07,"L7783"
"230",2014-01-07 20:04:00,"Albert's Fine Clothing",308.36,"6895",2014-01-07,NA
"231",2014-01-07 20:09:00,"Katerina's Cafe",19.49,"7253",2014-01-07,"L1682"
"232",2014-01-07 20:10:00,"Albert's Fine Clothing",78.91,"7117",2014-01-07,"L6417"
"233",2014-01-07 20:10:00,"Guy's Gyros",42.25,"7384",2014-01-07,NA
"234",2014-01-07 20:10:00,"Guy's Gyros",26.82,"4795",2014-01-07,NA
"235",2014-01-07 20:11:00,"Katerina's Cafe",10.07,"2142",2014-01-07,"L9637"
"236",2014-01-07 20:11:00,"Guy's Gyros",76.71,"9683",2014-01-07,NA
"237",2014-01-07 20:12:00,"Katerina's Cafe",55.63,"1874",2014-01-07,NA
"238",2014-01-07 20:13:00,"Katerina's Cafe",94.75,"7889",2014-01-07,NA
"239",2014-01-07 20:13:00,"Katerina's Cafe",65.02,"8202",2014-01-07,NA
"240",2014-01-07 20:14:00,"Guy's Gyros",62.33,"3853",2014-01-07,NA
"241",2014-01-07 20:15:00,"Ouzeri Elian",11.41,"9241",2014-01-07,"L3288"
"242",2014-01-07 20:18:00,"Katerina's Cafe",31.6,"8411",2014-01-07,"L6110"
"243",2014-01-07 20:19:00,"Guy's Gyros",89.76,"7354",2014-01-07,NA
"244",2014-01-07 20:20:00,"Frydos Autosupply n' More",312.73,"6901",2014-01-07,NA
"245",2014-01-07 20:32:00,"Katerina's Cafe",19.53,"5921",2014-01-07,"L3295"
"246",2014-01-07 20:33:00,"Katerina's Cafe",17.26,"9617",2014-01-07,"L5553"
"247",2014-01-07 20:33:00,"Katerina's Cafe",25.54,"6691",2014-01-07,"L6267"
"248",2014-01-07 20:34:00,"Hippokampos",70.19,"1321",2014-01-07,NA
"249",2014-01-07 20:34:00,"Guy's Gyros",23.12,"5368",2014-01-07,"L2247"
"250",2014-01-07 20:47:00,"Katerina's Cafe",32.83,"3492",2014-01-07,"L7814"
"251",2014-01-07 20:49:00,"Ouzeri Elian",20.53,"2681",2014-01-07,"L1107"
"252",2014-01-07 20:51:00,"Hippokampos",32.99,"8156",2014-01-07,NA
"253",2014-01-07 21:01:00,"Katerina's Cafe",33.29,"9405",2014-01-07,"L3259"
"254",2014-01-07 21:03:00,"Hippokampos",21.2,"2540",2014-01-07,"L5947"
"255",2014-01-07 21:17:00,"Hippokampos",37.88,"2463",2014-01-07,"L6886"
"256",2014-01-07 21:19:00,"Katerina's Cafe",18.35,"1310",2014-01-07,"L8012"
"257",2014-01-07 21:21:00,"Hippokampos",35.85,"7688",2014-01-07,NA
"258",2014-01-07 21:51:00,"Hippokampos",22.18,"8332",2014-01-07,"L2070"
"259",2014-01-08 07:31:00,"Brew've Been Served",15.66,"7354",2014-01-08,"L9254"
"260",2014-01-08 07:39:00,"Hallowed Grounds",12.19,"7108",2014-01-08,NA
"261",2014-01-08 07:39:00,"Hallowed Grounds",8.15,"1874",2014-01-08,"L4424"
"262",2014-01-08 07:39:00,"Hallowed Grounds",8.28,"1310",2014-01-08,NA
"263",2014-01-08 07:40:00,"Hallowed Grounds",5.85,"8129",2014-01-08,"L8328"
"264",2014-01-08 07:42:00,"Brew've Been Served",3.09,"4948",2014-01-08,"L9406"
"265",2014-01-08 07:43:00,"Hallowed Grounds",3.4,"9617",2014-01-08,"L5553"
"266",2014-01-08 07:47:00,"Hallowed Grounds",3.11,"3492",2014-01-08,"L7814"
"267",2014-01-08 07:48:00,"Brew've Been Served",32.92,"3853",2014-01-08,NA
"268",2014-01-08 07:48:00,"Brew've Been Served",8.27,"6816",2014-01-08,"L8148"
"269",2014-01-08 07:48:00,"Brew've Been Served",19.17,"9683",2014-01-08,"L7291"
"270",2014-01-08 07:50:00,"Brew've Been Served",33.68,"9405",2014-01-08,NA
"271",2014-01-08 07:50:00,"Hallowed Grounds",3.9,"2681",2014-01-08,"L1107"
"272",2014-01-08 07:51:00,"Coffee Cameleon",6.59,"7253",2014-01-08,"L1682"
"273",2014-01-08 07:52:00,"Coffee Cameleon",12.26,"5921",2014-01-08,"L3295"
"274",2014-01-08 07:55:00,"Hallowed Grounds",79.92,"7889",2014-01-08,NA
"275",2014-01-08 07:55:00,"Brew've Been Served",91.87,"3484",2014-01-08,NA
"276",2014-01-08 07:56:00,"Hallowed Grounds",12.86,"9551",2014-01-08,NA
"277",2014-01-08 07:57:00,"Brew've Been Served",74.88,"5368",2014-01-08,NA
"278",2014-01-08 07:57:00,"Hallowed Grounds",11.63,"6691",2014-01-08,"L6267"
"279",2014-01-08 07:58:00,"Brew've Been Served",8.4,"5407",2014-01-08,"L4034"
"280",2014-01-08 07:59:00,"Coffee Cameleon",15.71,"2142",2014-01-08,"L9637"
"281",2014-01-08 08:00:00,"Brew've Been Served",32.3,"4795",2014-01-08,NA
"282",2014-01-08 08:01:00,"Brew've Been Served",3.92,"8202",2014-01-08,"L2343"
"283",2014-01-08 08:01:00,"Brew've Been Served",17.13,"7819",2014-01-08,"L5259"
"284",2014-01-08 08:01:00,"Brew've Been Served",3.42,"7384",2014-01-08,"L3800"
"285",2014-01-08 08:03:00,"Brew've Been Served",10.15,"6901",2014-01-08,"L9363"
"286",2014-01-08 08:09:00,"Brew've Been Served",11.48,"8411",2014-01-08,"L6110"
"287",2014-01-08 08:16:00,"Brew've Been Served",7.26,"1286",2014-01-08,"L3572"
"288",2014-01-08 08:18:00,"Brew've Been Served",6.3,"4434",2014-01-08,"L2169"
"289",2014-01-08 08:22:00,"Coffee Cameleon",16.17,"2418",2014-01-08,"L9018"
"290",2014-01-08 09:43:00,"Carlyle Chemical Inc.",3048.31,"7792",2014-01-08,NA
"291",2014-01-08 09:54:00,"Nationwide Refinery",4513.16,"9152",2014-01-08,"L5485"
"292",2014-01-08 10:14:00,"Nationwide Refinery",3674.32,"9735",2014-01-08,"L9633"
"293",2014-01-08 11:28:00,"Stewart and Sons Fabrication",1738.26,"9152",2014-01-08,"L5485"
"294",2014-01-08 11:58:00,"Stewart and Sons Fabrication",1673.77,"9735",2014-01-08,"L9633"
"295",2014-01-08 12:00:00,"Coffee Shack",13.13,"7117",2014-01-08,"L6417"
"296",2014-01-08 12:00:00,"Bean There Done That",17.45,"1415",2014-01-08,"L7783"
"297",2014-01-08 12:00:00,"Bean There Done That",12.07,"9635",2014-01-08,"L3191"
"298",2014-01-08 12:00:00,"Brewed Awakenings",11.73,"7688",2014-01-08,"L4164"
